smiles,LogS(mol/L),Normalized SMILES,index
CC(C)(N)C(=O)O,0.2453,CC(C)(N)C(=O)O,3401
CC(C)(N)Cc1ccc(Cl)cc1,-1.7536,CC(C)(N)Cc1ccc(Cl)cc1,3402
CC(C)(N)Cc1ccc(Cl)cc1.Cl,-1.8321,CC(C)(N)Cc1ccc(Cl)cc1.Cl,3403
CC(C)(N)Cc1ccccc1.Cl,0.087226,CC(C)(N)Cc1ccccc1.Cl,3404
CC(C)(N)Cc1ccccc1Cl.Cl,-2.0482,CC(C)(N)Cc1ccccc1Cl.Cl,3405
CC(C)(N)CN,1.0548,CC(C)(N)CN,3406
CC(C)(N)CO,1.0499,CC(C)(N)CO,3407
CC(C)(N)CO.CCCCCCCCCCCCc1ccccc1S(=O)(=O)O,0.21379,CC(C)(N)CO.CCCCCCCCCCCCc1ccccc1S(=O)(=O)O,3408
CC(C)(N)CSP(=O)(O)O,0.60921,CC(C)(N)CSP(=O)(O)O,3409
CC(C)(NC(=O)C(Br)C(C)(C)C)c1ccccc1,-4.9455,CC(C)(NC(=O)C(Br)C(C)(C)C)c1ccccc1,3410
CC(C)(NC(=O)C1=C(O)[C@@H]2Oc3c(O)ccc4c3[C@@]23CCN(CC2CC2)[C@H](C4)[C@]3(O)C1)c1nc(-c2ccccc2)no1,-5.44,CC(C)(NC(=O)C1=C(O)[C@@H]2Oc3c(O)ccc4c3[C@@]23CCN(CC2CC2)[C@H](C4)[C@]3(O)C1)c1nc(-c2ccccc2)no1,3411
CC(C)(NC(=O)c1ccccc1)C(=O)NCC(=O)O,-0.56,CC(C)(NC(=O)c1ccccc1)C(=O)NCC(=O)O,3412
CC(C)(NC(=O)c1ccccc1)C(=O)O,-0.76,CC(C)(NC(=O)c1ccccc1)C(=O)O,3413
CC(C)(NC(=O)c1ccccc1)C(N)=O,-1.6154,CC(C)(NC(=O)c1ccccc1)C(N)=O,3414
CC(C)(NC(=O)N(CCCl)N=O)C(=O)O,-2.42,CC(C)(NC(=O)N(CCCl)N=O)C(=O)O,3415
CC(C)(NC(N)=O)C(=O)O,-1.1648,CC(C)(NC(N)=O)C(=O)O,3416
CC(C)(O)C#CC(C)(C)O,-0.93044,CC(C)(O)C#CC(C)(C)O,3417
CC(C)(O)C#N,1.07,CC(C)(O)C#N,3418
CC(C)(O)C(=O)c1ccc(C2(C)CC(C)(C)c3cc(C(=O)C(C)(C)O)ccc32)cc1,-5.9373,CC(C)(O)C(=O)c1ccc(C2(C)CC(C)(C)c3cc(C(=O)C(C)(C)O)ccc32)cc1,3419
CC(C)(O)C(=O)c1ccc(C2(C)CC(C)(C)c3ccc(C(=O)C(C)(C)O)cc32)cc1,-5.9638,CC(C)(O)C(=O)c1ccc(C2(C)CC(C)(C)c3ccc(C(=O)C(C)(C)O)cc32)cc1,3420
CC(C)(O)C(=O)c1ccc(Cc2ccc(C(=O)C(C)(C)O)cc2)cc1,-4.5364,CC(C)(O)C(=O)c1ccc(Cc2ccc(C(=O)C(C)(C)O)cc2)cc1,3421
CC(C)(O)C(=O)c1ccc(OCCO)cc1,-1.4699,CC(C)(O)C(=O)c1ccc(OCCO)cc1,3422
CC(C)(O)C(=O)c1ccccc1,-1.0915,CC(C)(O)C(=O)c1ccccc1,3423
CC(C)(O)C(=O)Nc1ccc([N+](=O)[O-])c(C(F)(F)F)c1,-4.0272,CC(C)(O)C(=O)Nc1ccc([N+](=O)[O-])c(C(F)(F)F)c1,3424
CC(C)(O)C(=O)OCCc1ccccc1,-1.6196,CC(C)(O)C(=O)OCCc1ccccc1,3425
CC(C)(O)C(C)(O)c1ccc(Cl)cc1,-2.8199,CC(C)(O)C(C)(O)c1ccc(Cl)cc1,3426
CC(C)(O)C(Cl)(Cl)Cl,-1.346,CC(C)(O)C(Cl)(Cl)Cl,3427
CC(C)(O)c1cccc(C(C)(C)O)c1,-1.8635,CC(C)(O)c1cccc(C(C)(C)O)c1,3428
CC(C)(O)c1ccccc1CC[C@@H](SCC1(CC(=O)O)CC1)c1cccc(/C=C/c2ccc3ccc(Cl)cc3n2)c1,-7.45,CC(C)(O)c1ccccc1CC[C@@H](SCC1(CC(=O)O)CC1)c1cccc(/C=C/c2ccc3ccc(Cl)cc3n2)c1,3429
CC(C)(O)CC(C)(O)c1ccc(Cl)cc1,-3.2779,CC(C)(O)CC(C)(O)c1ccc(Cl)cc1,3430
CC(C)(O)CC(C)(O)c1cccc2ccccc12,-3.2419,CC(C)(O)CC(C)(O)c1cccc2ccccc12,3431
CC(C)(O)CCc1ccccc1,-1.5556,CC(C)(O)CCc1ccccc1,3432
CC(C)(O)CCCC1=CCC(C=O)CC1,-1.5376,CC(C)(O)CCCC1=CCC(C=O)CC1,3433
CC(C)(O)CCl,0.1602,CC(C)(O)CCl,3434
CC(C)(O)CCN1CCN2C(CCC3CCCCC32)C1,-2.7527,CC(C)(O)CCN1CCN2C(CCC3CCCCC32)C1,3435
CC(C)(O)CCN1CCN2c3ccccc3CCC2C1,-2.7527,CC(C)(O)CCN1CCN2c3ccccc3CCC2C1,3436
CC(C)(O)CCS(=O)(=O)c1ccc(S(N)(=O)=O)cc1,-1.9436,CC(C)(O)CCS(=O)(=O)c1ccc(S(N)(=O)=O)cc1,3437
CC(C)(O)CCSc1ccc(S(N)(=O)=O)cc1,-2.838,CC(C)(O)CCSc1ccc(S(N)(=O)=O)cc1,3438
CC(C)(O)CN1CCCCC1,-0.44842,CC(C)(O)CN1CCCCC1,3439
CC(C)(O)CNc1nc(Nc2ccnc(C(F)(F)F)c2)nc(-c2cccc(C(F)(F)F)n2)n1,-4.5,CC(C)(O)CNc1nc(Nc2ccnc(C(F)(F)F)c2)nc(-c2cccc(C(F)(F)F)n2)n1,3440
CC(C)(O)COc1cc(-c2ccc(N3CCC(O)(Cc4ccccn4)CC3)nc2)c2c(C#N)cnn2c1,-4.86,CC(C)(O)COc1cc(-c2ccc(N3CCC(O)(Cc4ccccn4)CC3)nc2)c2c(C#N)cnn2c1,3441
CC(C)(O/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)[O-])=C(C[n+]3ccccc3)CS[C@H]12)c1csc(N)n1)C(=O)O,-2.8749,CC(C)(O/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)[O-])=C(C[n+]3ccccc3)CS[C@H]12)c1csc(N)n1)C(=O)O,3442
CC(C)(O/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)[O-])=C(C[n+]3ccccc3)CS[C@H]12)c1csc(N)n1)C(=O)O.O.O.O.O.O,-3.206,CC(C)(O/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)[O-])=C(C[n+]3ccccc3)CS[C@H]12)c1csc(N)n1)C(=O)O.O.O.O.O.O,3443
CC(C)(Oc1ccc(C(=O)c2ccc(Cl)cc2)cc1)C(=O)O,-4.5439,CC(C)(Oc1ccc(C(=O)c2ccc(Cl)cc2)cc1)C(=O)O,3444
CC(C)(Oc1ccc(C2CC2(Cl)Cl)cc1)C(=O)O,-4.4948,CC(C)(Oc1ccc(C2CC2(Cl)Cl)cc1)C(=O)O,3445
CC(C)(Oc1ccc(C2CCCc3ccccc32)cc1)C(=O)O,-5.5797,CC(C)(Oc1ccc(C2CCCc3ccccc32)cc1)C(=O)O,3446
CC(C)(Oc1ccc(CCNC(=O)c2ccc(Cl)cc2)cc1)C(=O)O,-5.4039,CC(C)(Oc1ccc(CCNC(=O)c2ccc(Cl)cc2)cc1)C(=O)O,3447
CC(C)(Oc1ccc(Cl)cc1)C(=O)[O-].CC(C)(Oc1ccc(Cl)cc1)C(=O)[O-].[Al+3].[OH-],-2.9076,CC(C)(Oc1ccc(Cl)cc1)C(=O)[O-].CC(C)(Oc1ccc(Cl)cc1)C(=O)[O-].[Al+3].[OH-],3448
CC(C)(Oc1ccc(Cl)cc1)C(=O)O,-2.7132,CC(C)(Oc1ccc(Cl)cc1)C(=O)O,3449
CC(C)(Oc1ccc(Cl)cc1)C(=O)OCc1cccnc1,-2.7437,CC(C)(Oc1ccc(Cl)cc1)C(=O)OCc1cccnc1,3450
CC(C)(Oc1ccc(Cl)cc1)C(=O)OCCCOC(=O)C(C)(C)Oc1ccc(Cl)cc1,-7.1827,CC(C)(Oc1ccc(Cl)cc1)C(=O)OCCCOC(=O)C(C)(C)Oc1ccc(Cl)cc1,3451
CC(C)(Oc1cccc(Cl)c1)C(=O)O,-2.8002,CC(C)(Oc1cccc(Cl)c1)C(=O)O,3452
CC(C)(Oc1ccccc1)C(=O)O,-1.9981,CC(C)(Oc1ccccc1)C(=O)O,3453
CC(C)(OC1CCCCC1)C(=O)O,-1.0798,CC(C)(OC1CCCCC1)C(=O)O,3454
CC(C)(Oc1ccccc1)C(=O)OCCN1CCOCC1,-1.8653,CC(C)(Oc1ccccc1)C(=O)OCCN1CCOCC1,3455
CC(C)(OO)c1ccccc1,-1.0394,CC(C)(OO)c1ccccc1,3456
CC(C)(OOC(C)(C)c1ccccc1)c1ccccc1,-5.7692,CC(C)(OOC(C)(C)c1ccccc1)c1ccccc1,3457
CC(C)(S(C)(=O)=O)S(C)(=O)=O,-1.4504,CC(C)(S(C)(=O)=O)S(C)(=O)=O,3458
CC(C)(S)[C@@H](N)C(=O)O,-0.13,CC(C)(S)[C@@H](N)C(=O)O,3459
CC(C)(S)[C@H](N)C(=O)O,-0.13,CC(C)(S)[C@H](N)C(=O)O,3460
CC(C)(S)C(N)C(=O)O,-0.1313,CC(C)(S)C(N)C(=O)O,3461
CC(C)(SC(=O)N1CCCCC1)c1ccccc1,-4.1196,CC(C)(SC(=O)N1CCCCC1)c1ccccc1,3462
CC(C)(Sc1c(C(C)(C)C)cc(O)cc1C(C)(C)C)Sc1c(C(C)(C)C)cc(O)cc1C(C)(C)C,-8.17,CC(C)(Sc1c(C(C)(C)C)cc(O)cc1C(C)(C)C)Sc1c(C(C)(C)C)cc(O)cc1C(C)(C)C,3463
CC(C)(Sc1cc(C(C)(C)C)c(O)c(C(C)(C)C)c1)Sc1cc(C(C)(C)C)c(O)c(C(C)(C)C)c1,-10.1506,CC(C)(Sc1cc(C(C)(C)C)c(O)c(C(C)(C)C)c1)Sc1cc(C(C)(C)C)c(O)c(C(C)(C)C)c1,3464
CC(C)/N=C(N)/N=C(\N)Nc1ccc(Cl)c(Cl)c1.Cl,-4.0581,CC(C)/N=C(N)/N=C(\N)Nc1ccc(Cl)c(Cl)c1.Cl,3465
CC(C)/N=C(N)/N=C(\N)Nc1ccc(Cl)cc1,-3.2118,CC(C)/N=C(N)/N=C(\N)Nc1ccc(Cl)cc1,3466
CC(C)/N=C(N)/N=C(\N)Nc1ccc(Cl)cc1.Cl,-3.2696,CC(C)/N=C(N)/N=C(\N)Nc1ccc(Cl)cc1.Cl,3467
CC(C)/N=c1\cc2n(-c3ccc(Cl)cc3)c3ccccc3nc-2cc1Nc1ccc(Cl)cc1,-6.2833,CC(C)/N=c1\cc2n(-c3ccc(Cl)cc3)c3ccccc3nc-2cc1Nc1ccc(Cl)cc1,3468
CC(C)[C@@]12CC[C@@](C)(O1)[C@@H](O)C2,-0.28809,CC(C)[C@@]12CC[C@@](C)(O1)[C@@H](O)C2,3469
CC(C)[C@@H](C(=O)O[C@@H](C#N)c1cccc(Oc2ccccc2)c1)c1ccc(Cl)cc1,-8.3221,CC(C)[C@@H](C(=O)O[C@@H](C#N)c1cccc(Oc2ccccc2)c1)c1ccc(Cl)cc1,3470
CC(C)[C@@H](C)O,-0.2,CC(C)[C@@H](C)O,3471
CC(C)[C@@H](Nc1ccc(C(F)(F)F)cc1Cl)C(=O)O[C@@H](C#N)c1cccc(Oc2ccccc2)c1,-8,CC(C)[C@@H](Nc1ccc(C(F)(F)F)cc1Cl)C(=O)O[C@@H](C#N)c1cccc(Oc2ccccc2)c1,3472
CC(C)[C@@H](O)C#N,0.3048,CC(C)[C@@H](O)C#N,3473
CC(C)[C@@H]1CC[C@@H](C)C[C@@H]1O,-2.5604,CC(C)[C@@H]1CC[C@@H](C)C[C@@H]1O,3474
CC(C)[C@@H]1CC[C@@H](C)C[C@H]1OC(=O)[C@H](C)O,-2.98,CC(C)[C@@H]1CC[C@@H](C)C[C@H]1OC(=O)[C@H](C)O,3475
CC(C)[C@@H]1CC[C@@H](C)CC1=O,-2.4213,CC(C)[C@@H]1CC[C@@H](C)CC1=O,3476
CC(C)[C@@H]1CC2=CC(=O)CC[C@]2(C)[C@H]2CC[C@@]3(C)[C@@H](CC[C@@]34CCC(=O)O4)[C@H]12,-2.6928,CC(C)[C@@H]1CC2=CC(=O)CC[C@]2(C)[C@H]2CC[C@@]3(C)[C@@H](CC[C@@]34CCC(=O)O4)[C@H]12,3477
CC(C)[C@@H]1NC(=O)c2csc(n2)[C@H](C(C)C)NC(=O)[C@@H]2CCCN2C(=O)[C@H](C(C)C)NC(=O)[C@@H]2CCCN2C(=O)[C@H](Cc2ccccc2)NC1=O,-3.83,CC(C)[C@@H]1NC(=O)c2csc(n2)[C@H](C(C)C)NC(=O)[C@@H]2CCCN2C(=O)[C@H](C(C)C)NC(=O)[C@@H]2CCCN2C(=O)[C@H](Cc2ccccc2)NC1=O,3478
CC(C)[C@]1(O)CCN2C[C@H]3c4ccccc4CCc4cccc(c43)[C@@H]2C1,-3.84,CC(C)[C@]1(O)CCN2C[C@H]3c4ccccc4CCc4cccc(c43)[C@@H]2C1,3479
CC(C)[C@]12CC(=O)[C@H](C)[C@H]1C2,-2.5722,CC(C)[C@]12CC(=O)[C@H](C)[C@H]1C2,3480
CC(C)[C@H](C(=O)O[C@@H](C#N)c1cccc(Oc2ccccc2)c1)c1ccc(OC(F)F)cc1,-6.88,CC(C)[C@H](C(=O)O[C@@H](C#N)c1cccc(Oc2ccccc2)c1)c1ccc(OC(F)F)cc1,3481
CC(C)[C@H](C(=O)O[C@H](C#N)c1cccc(Oc2ccccc2)c1)c1ccc(Cl)cc1,-8.3221,CC(C)[C@H](C(=O)O[C@H](C#N)c1cccc(Oc2ccccc2)c1)c1ccc(Cl)cc1,3482
CC(C)[C@H](C)CO,-0.39,CC(C)[C@H](C)CO,3483
CC(C)[C@H](N)C(=O)N[C@H](C(=O)O)C(C)C,-0.4056,CC(C)[C@H](N)C(=O)N[C@H](C(=O)O)C(C)C,3484
CC(C)[C@H](NC(=O)CN)C(=O)O,0.45792,CC(C)[C@H](NC(=O)CN)C(=O)O,3485
CC(C)[C@H](NCCC#N)C(=O)O,-1.1238,CC(C)[C@H](NCCC#N)C(=O)O,3486
CC(C)[C@H]1CC[C@@H](C)CC1O,-2.8303,CC(C)[C@H]1CC[C@@H](C)CC1O,3487
CC(C)[C@H]1CC[C@H](C)C[C@@H]1O,-2.5452,CC(C)[C@H]1CC[C@H](C)C[C@@H]1O,3488
CC(C)[C@H]1CC[C@H](C)CC1=O,-2.4203,CC(C)[C@H]1CC[C@H](C)CC1=O,3489
CC(C)[N+](=O)[O-],-0.66969,CC(C)[N+](=O)[O-],3490
CC(C)[N+](C)(C)c1cccc(O)c1.[I-],0.51261,CC(C)[N+](C)(C)c1cccc(O)c1.[I-],3491
CC(C)[N+](C)(C)CCOC(=O)C(O)(c1ccccc1)c1ccccc1.[Cl-],-1.1412,CC(C)[N+](C)(C)CCOC(=O)C(O)(c1ccccc1)c1ccccc1.[Cl-],3492
CC(C)[N+](C)(CCC(C(N)=O)(c1ccccc1)c1ccccc1)C(C)C.[I-],-3.5471,CC(C)[N+](C)(CCC(C(N)=O)(c1ccccc1)c1ccccc1)C(C)C.[I-],3493
CC(C)[N+](C)(CCOC(=O)C1c2ccccc2Oc2ccccc21)C(C)C.[Br-],-4.4022,CC(C)[N+](C)(CCOC(=O)C1c2ccccc2Oc2ccccc21)C(C)C.[Br-],3494
CC(C)[N+]1(C)[C@@H]2CC[C@H]1CC(OC(=O)C(CO)c1ccccc1)C2.[Br-],-1.8215,CC(C)[N+]1(C)[C@@H]2CC[C@H]1CC(OC(=O)C(CO)c1ccccc1)C2.[Br-],3495
CC(C)[NH2+]CCOC(c1ccccc1)c1ccccc1.[Cl-],-3.4602,CC(C)[NH2+]CCOC(c1ccccc1)c1ccccc1.[Cl-],3496
CC(C)=C[C@@H]1[C@@H](C(=O)O)C1(C)C,-3.0111,CC(C)=C[C@@H]1[C@@H](C(=O)O)C1(C)C,3497
CC(C)=C[C@@H]1[C@@H](C(=O)OCc2coc(Cc3ccccc3)c2)C1(C)C,-6.0524,CC(C)=C[C@@H]1[C@@H](C(=O)OCc2coc(Cc3ccccc3)c2)C1(C)C,3498
CC(C)=C[C@@H]1[C@@H](C(=O)OCN2C(=O)C3=C(CCCC3)C2=O)C1(C)C,-4.858,CC(C)=C[C@@H]1[C@@H](C(=O)OCN2C(=O)C3=C(CCCC3)C2=O)C1(C)C,3499
CC(C)=C[C@H]1[C@H](C(=O)OCc2cccc(Oc3ccccc3)c2)C1(C)C,-5.24,CC(C)=C[C@H]1[C@H](C(=O)OCc2cccc(Oc3ccccc3)c2)C1(C)C,3500
CC(C)=C1OC(=O)N(c2cc(OC3CCCC3)c(Cl)cc2F)C1=O,-6.21,CC(C)=C1OC(=O)N(c2cc(OC3CCCC3)c(Cl)cc2F)C1=O,3501
CC(C)=CC[NH+](CC=C(C)C)CCC(C#N)(c1cccc2ccccc12)C(C)C.[Cl-],-8.0125,CC(C)=CC[NH+](CC=C(C)C)CCC(C#N)(c1cccc2ccccc12)C(C)C.[Cl-],3502
CC(C)=CC[NH+](CC=C(C)C)CCC(C#N)(Cc1cccc2ccccc12)C(C)C.[Cl-],-8.532,CC(C)=CC[NH+](CC=C(C)C)CCC(C#N)(Cc1cccc2ccccc12)C(C)C.[Cl-],3503
CC(C)=CC[NH+](CC=C(C)C)CCC(C)(C#N)c1cccc2ccccc12.[Cl-],-7.0353,CC(C)=CC[NH+](CC=C(C)C)CCC(C)(C#N)c1cccc2ccccc12.[Cl-],3504
CC(C)=CC=C(C)C,-3.537,CC(C)=CC=C(C)C,3505
CC(C)=CC=O,0.1165,CC(C)=CC=O,3506
CC(C)=CC1C(C(=O)OC(C#N)c2cccc(Oc3ccccc3)c2)C1(C)C,-7.5746,CC(C)=CC1C(C(=O)OC(C#N)c2cccc(Oc3ccccc3)c2)C1(C)C,3507
CC(C)=CC1C(C(=O)OCc2cccc(Oc3ccccc3)c2)C1(C)C,-5.2413,CC(C)=CC1C(C(=O)OCc2cccc(Oc3ccccc3)c2)C1(C)C,3508
CC(C)=CC1C(C(=O)OCc2coc(Cc3ccccc3)c2)C1(C)C,-6.0524,CC(C)=CC1C(C(=O)OCc2coc(Cc3ccccc3)c2)C1(C)C,3509
CC(C)=CC1C(C(=O)OCN2C(=O)C3=C(CCCC3)C2=O)C1(C)C,-5.26,CC(C)=CC1C(C(=O)OCN2C(=O)C3=C(CCCC3)C2=O)C1(C)C,3510
CC(C)=CC1CC(C)CCO1,-2.2244,CC(C)=CC1CC(C)CCO1,3511
CC(C)=CCC(C#N)(CC[NH+](C)C)c1cccc2ccccc12.[Cl-],-5.107,CC(C)=CCC(C#N)(CC[NH+](C)C)c1cccc2ccccc12.[Cl-],3512
CC(C)=CCC(C#N)(CCN(C)C)c1ccc2ccccc2c1.Cl,-5.107,CC(C)=CCC(C#N)(CCN(C)C)c1ccc2ccccc2c1.Cl,3513
CC(C)=CCC(C#N)(CCN1CCCC1)c1cccc2ccccc12.Cl,-6.0355,CC(C)=CCC(C#N)(CCN1CCCC1)c1cccc2ccccc12.Cl,3514
CC(C)=CCC(C#N)(CCN1CCCCC1)c1cccc2ccccc12.Cl,-6.5538,CC(C)=CCC(C#N)(CCN1CCCCC1)c1cccc2ccccc12.Cl,3515
CC(C)=CCC(C)(C)C(=O)C(C)C,-3.4892,CC(C)=CCC(C)(C)C(=O)C(C)C,3516
CC(C)=CCC(CCN(C)C)(C(N)=O)c1ccc2ccccc2c1,-5.064,CC(C)=CCC(CCN(C)C)(C(N)=O)c1ccc2ccccc2c1,3517
CC(C)=CCC(CCN(C)C)(C(N)=O)c1cccc2ccccc12,-5.064,CC(C)=CCC(CCN(C)C)(C(N)=O)c1cccc2ccccc12,3518
CC(C)=CCC(CCN(C)C)(C(N)=O)C1CCCC2CCCCC21,-5.064,CC(C)=CCC(CCN(C)C)(C(N)=O)C1CCCC2CCCCC21,3519
CC(C)=CCC(CCN1CCCC1)(C(N)=O)c1cccc2ccccc12,-5.9957,CC(C)=CCC(CCN1CCCC1)(C(N)=O)c1cccc2ccccc12,3520
CC(C)=CCC(CCN1CCCC1)(C(N)=O)C1CCCC2CCCCC21,-5.9957,CC(C)=CCC(CCN1CCCC1)(C(N)=O)C1CCCC2CCCCC21,3521
CC(C)=CCC(CCN1CCCCC1)(C(N)=O)c1cccc2ccccc12,-6.5164,CC(C)=CCC(CCN1CCCCC1)(C(N)=O)c1cccc2ccccc12,3522
CC(C)=CCC(CCN1CCCCC1)(C(N)=O)C1CCCC2CCCCC21,-6.5164,CC(C)=CCC(CCN1CCCCC1)(C(N)=O)C1CCCC2CCCCC21,3523
CC(C)=CCC(CCN1CCOCC1)(C(N)=O)c1cccc2ccccc12,-5.039,CC(C)=CCC(CCN1CCOCC1)(C(N)=O)c1cccc2ccccc12,3524
CC(C)=CCC(CCN1CCOCC1)(C(N)=O)C1CCCC2CCCCC21,-5.039,CC(C)=CCC(CCN1CCOCC1)(C(N)=O)C1CCCC2CCCCC21,3525
CC(C)=CCC/C(C)=C/C=O,-2.2335,CC(C)=CCC/C(C)=C/C=O,3526
CC(C)=CCC/C(C)=C/CC/C(C)=C/CC/C=C(\C)CC/C=C(\C)CCC=C(C)C,-14.5924,CC(C)=CCC/C(C)=C/CC/C(C)=C/CC/C=C(\C)CC/C=C(\C)CCC=C(C)C,3527
CC(C)=CCC/C(C)=C/CC/C(C)=C/CCC(=O)OC/C=C(\C)CCC=C(C)C,-11.4757,CC(C)=CCC/C(C)=C/CC/C(C)=C/CCC(=O)OC/C=C(\C)CCC=C(C)C,3528
CC(C)=CCC/C(C)=C/CC/C(C)=C/CO,-5.1174,CC(C)=CCC/C(C)=C/CC/C(C)=C/CO,3529
CC(C)=CCC/C(C)=C/CO,-2.6667,CC(C)=CCC/C(C)=C/CO,3530
CC(C)=CCC/C(C)=C/COC=O,-3.7462,CC(C)=CCC/C(C)=C/COC=O,3531
CC(C)=CCC/C(C)=C\C=O,-2.06,CC(C)=CCC/C(C)=C\C=O,3532
CC(C)=CCC/C(C)=C\CCC=O,-3.5383,CC(C)=CCC/C(C)=C\CCC=O,3533
CC(C)=CCC/C(C)=C\CNCC1CCC(CNC/C=C(/C)CCC=C(C)C)CC1.Cl.Cl,-10.0006,CC(C)=CCC/C(C)=C\CNCC1CCC(CNC/C=C(/C)CCC=C(C)C)CC1.Cl.Cl,3534
CC(C)=CCC/C(C)=C\CO,-2.3919,CC(C)=CCC/C(C)=C\CO,3535
CC(C)=CCC[C@@H](C)CC=O,-3.2438,CC(C)=CCC[C@@H](C)CC=O,3536
CC(C)=CCC[C@@H](C)CCO,-2.7067,CC(C)=CCC[C@@H](C)CCO,3537
CC(C)=CCC[C@](C)(O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O)[C@H]1CC[C@]2(C)[C@@H]1[C@H](O)C[C@@H]1[C@@]3(C)CC[C@H](O)C(C)(C)[C@@H]3[C@@H](O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)C[C@]12C,-6.1447,CC(C)=CCC[C@](C)(O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O)[C@H]1CC[C@]2(C)[C@@H]1[C@H](O)C[C@@H]1[C@@]3(C)CC[C@H](O)C(C)(C)[C@@H]3[C@@H](O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)C[C@]12C,3538
CC(C)=CCC1(C(C)(C)C)C(=O)NC(=O)NC1=O,-3.55,CC(C)=CCC1(C(C)(C)C)C(=O)NC(=O)NC1=O,3539
CC(C)=CCC1(C(C)C)C(=O)NC(=O)NC1=O,-2.59,CC(C)=CCC1(C(C)C)C(=O)NC(=O)NC1=O,3540
CC(C)=CCC1(C)C(=O)NC(=O)NC1=O,-2.1668,CC(C)=CCC1(C)C(=O)NC(=O)NC1=O,3541
CC(C)=CCC1=C(O)c2ccccc2C(=O)C1=O,-4.1242,CC(C)=CCC1=C(O)c2ccccc2C(=O)C1=O,3542
CC(C)=CCC1C(=O)N(c2ccccc2)N(c2ccccc2)C1=O,-5.2242,CC(C)=CCC1C(=O)N(c2ccccc2)N(c2ccccc2)C1=O,3543
CC(C)=CCc1c2c(c(O)c3c1O[C@]14C(=C[C@@H]5C[C@H]1C(C)(C)O[C@@]4(C/C=C(/C)C=O)C5=O)C3=O)C=CC(C)(C)O2,-10.0504,CC(C)=CCc1c2c(c(O)c3c1O[C@]14C(=C[C@@H]5C[C@H]1C(C)(C)O[C@@]4(C/C=C(/C)C=O)C5=O)C3=O)C=CC(C)(C)O2,3544
CC(C)=CCC1C2OC(C)(C)C=CC2C(O)C2C(=O)C3=C[C@@H]4C[C@H]5C(C)(C)O[C@@](C/C=C(/C)C=O)(C4=O)[C@@]35OC12,-10.0504,CC(C)=CCC1C2OC(C)(C)C=CC2C(O)C2C(=O)C3=C[C@@H]4C[C@H]5C(C)(C)O[C@@](C/C=C(/C)C=O)(C4=O)[C@@]35OC12,3545
CC(C)=CCCC(C)=CC=O,-2.0613,CC(C)=CCCC(C)=CC=O,3546
CC(C)=CCCC(C)=CCN1CCN(CC(=O)NN=Cc2ccc([N+](=O)[O-])o2)CC1,-5.5034,CC(C)=CCCC(C)=CCN1CCN(CC(=O)NN=Cc2ccc([N+](=O)[O-])o2)CC1,3547
CC(C)=CCCC(C)C=O,-2.4479,CC(C)=CCCC(C)C=O,3548
CC(C)=CCCC(C)CC#N,-3.1042,CC(C)=CCCC(C)CC#N,3549
CC(C)=CCCC(C)CCCC(C)C=O,-5.4969,CC(C)=CCCC(C)CCCC(C)C=O,3550
CC(C)=CCCC(C)CCN1CCN(CC(=O)NN=Cc2ccc([N+](=O)[O-])o2)CC1,-5.5934,CC(C)=CCCC(C)CCN1CCN(CC(=O)NN=Cc2ccc([N+](=O)[O-])o2)CC1,3551
CC(C)=CCCC(C)CCO,-2.7067,CC(C)=CCCC(C)CCO,3552
CC(C)=CCCC(C)CCOC=O,-4.056,CC(C)=CCCC(C)CCOC=O,3553
CC(C)=CCCC(C)N,-1.3143,CC(C)=CCCC(C)N,3554
CC(C)=CCCc1ccc2c(c1)C(=O)c1ccccc1C2=O,-7.9858,CC(C)=CCCc1ccc2c(c1)C(=O)c1ccccc1C2=O,3555
CC(C)=CCl,-1.9569,CC(C)=CCl,3556
CC(C)=CCN(CC=C(C)C)CCC(C#N)(CCN(CC=C(C)C)CC=C(C)C)c1cccc2ccccc12,-11.0219,CC(C)=CCN(CC=C(C)C)CCC(C#N)(CCN(CC=C(C)C)CC=C(C)C)c1cccc2ccccc12,3557
CC(C)=CCN(CC=C(C)C)CCC(C#N)(CCN(CC=C(C)C)CC=C(C)C)C1CCCC2CCCCC21,-11.0219,CC(C)=CCN(CC=C(C)C)CCC(C#N)(CCN(CC=C(C)C)CC=C(C)C)C1CCCC2CCCCC21,3558
CC(C)=CCN(CC=C(C)C)CCC(C(N)=O)c1cccc2ccccc12,-6.5087,CC(C)=CCN(CC=C(C)C)CCC(C(N)=O)c1cccc2ccccc12,3559
CC(C)=CCN(CC=C(C)C)CCC(C(N)=O)C1CCCC2CCCCC21,-6.5087,CC(C)=CCN(CC=C(C)C)CCC(C(N)=O)C1CCCC2CCCCC21,3560
